outlet_id,outlet_name,state_or_market,city_or_scope,website,website_active,sustained_journalism,immigrant_or_diaspora_serving,institutional_form,public_institutional_signals,eligibility_status,primary_evidence_url,verification_notes
SC011,La Raza Charleston,South Carolina,Charleston,https://laraza.com/,yes_station,mixed_news_entertainment,yes,Spanish-language commercial radio station within Norsan Media,active regional Mexican station serving Charleston; parent/network ownership documented,verified_include_market_case,https://dph.sc.gov/professionals/public-health-data/data-care-dtc/data-care-dtc-latinx-resources,Include as market-serving Spanish radio; journalism/public-affairs share should be coded separately.
SC012,La Raza Columbia,South Carolina,Columbia,https://laraza.com/,yes_station,mixed_news_entertainment,yes,Spanish-language commercial radio station within Norsan Media,active Columbia Spanish-language station; Norsan ownership/network structure documented,verified_include_market_case,https://dph.sc.gov/professionals/public-health-data/data-care-dtc/data-care-dtc-latinx-resources,Include as market-serving Spanish radio; avoid double-counting parent network.
SC013,Activa Radio Greenville,South Carolina,Greenville / Spartanburg,https://activanetwork.com/greenville,current_listing,mixed_news_entertainment,yes,Spanish-language commercial radio network,South Carolina DPH lists active Upstate service across multiple frequencies,verified_include_mixed_format,https://dph.sc.gov/professionals/public-health-data/data-care-dtc/data-care-dtc-latinx-resources,Eligible mixed-format case; direct news/public-affairs cadence should be coded later.
SC014,La Jefa 94.9 / 1070 AM,South Carolina,Greenville / Spartanburg / Anderson,https://lajefa949.com/,yes_station,mostly_music_with_community_info,yes,Spanish-language commercial radio station,current Spanish-language regional Mexican/contemporary station serving Upstate market,comparison_or_mixed_format,https://dph.sc.gov/professionals/public-health-data/data-care-dtc/data-care-dtc-latinx-resources,Keep as mixed-format comparison; sustained journalism not clearly established.
SC015,La KeBuena 1430,South Carolina,Hilton Head / Bluffton / Beaufort,https://kebuena1430.com/,current_listing,unclear_news_share,yes,Spanish-language commercial/community radio station,South Carolina DPH lists active Lowcountry coverage,pending_deeper_verification,https://dph.sc.gov/professionals/public-health-data/data-care-dtc/data-care-dtc-latinx-resources,Retain; verify journalism/public-affairs content before core inclusion.
SC016,El Patrón 93.5,South Carolina,Myrtle Beach,https://elpatron935.iheart.com/,yes,mostly_music,yes,Spanish-language iHeart commercial radio station,active Myrtle Beach Spanish station; programming heavily music-oriented with some community-information posts,comparison_or_exclude_core,https://elpatron935.iheart.com/,Not a strong core newsroom; retain as boundary/comparison Spanish-language media case.
SC017,Radio Revive,South Carolina,Statewide,https://radiorevive.com/,current_listing,unclear_news_share,yes,online Spanish-language radio,South Carolina DPH lists current statewide online radio service,pending_verification,https://dph.sc.gov/professionals/public-health-data/data-care-dtc/data-care-dtc-latinx-resources,Retain pending direct evidence of sustained journalism/public-affairs programming.
SC018,Telemundo South Carolina / GrayTV Telemundo,South Carolina,Greenville / statewide,https://www.telemundogreenvillesc.com/,yes,yes,yes,Spanish-language local television newsroom within Gray Media,active 2026 local South Carolina Spanish-language news operation,verified_include,https://www.telemundogreenvillesc.com/,Strong large-network local-news comparison case.
SC019,Fortaleza Cristiana,South Carolina,Greenville,,unclear_current_operation,unclear,yes,Christian Spanish-language newspaper,state minority-affairs report identifies publication; current direct activity not verified,pending_verification,,Retain candidate; verify current publication and journalism content.
SC020,InSouth Magazine,South Carolina,Greenville / statewide,https://www.insouthmagazine.com/,unclear_current_operation,mixed_magazine_content,yes,Latino/community magazine,state media guide identifies outlet; direct current journalism role not firmly established,pending_verification,,Retain candidate pending current activity and journalism verification.
SC021,La Noticia - Rock Hill/SC market,North Carolina / SC market,Rock Hill / Charlotte metro,https://lanoticia.com/,yes,yes,yes,North Carolina-based Spanish-language newsroom serving SC market,active regional Spanish-language newsroom; institutional base is North Carolina,multistate_market_case,https://lanoticia.com/,Do not count as South Carolina-based; retain as market-serving cross-state outlet.
SC022,Norsan Media South Carolina,South Carolina,Charleston / Columbia,https://norsanmedia.com/,yes,no_as_single_outlet,yes,Spanish-language media parent/network,owns/operates La Raza radio properties and other Spanish-language media,classify_intermediary_host,https://norsanmedia.com/,Do not count as one outlet; add to host/network table.
SC023,Guía Latina Charleston,South Carolina,Charleston / Berkeley / Dorchester,,yes_resource,information_resource_not_newsroom,yes,Spanish-language community resource guide tied to Universal Latin News,2026 local reporting documents current guide and connection to Universal Latin News,classify_hosted_information_project,https://www.live5news.com/2026/05/29/2026-gua-latina-charleston-released-lowcountry-spanish-speakers/,Do not count as independent newsroom; preserve as information infrastructure under Universal Latin News.
SC024,La Mega Nota SC market candidate,South Carolina,Upstate / regional,,unresolved,unresolved,likely_yes,unresolved Spanish-language regional media candidate,no distinct South Carolina operation established in this pass,hold_unresolved,,Retain candidate only until a specific current SC operation is identified.
