evidence_id,outlet_id,organization_id,field_name,coded_value,evidence_text,source_url,source_type,evidence_date,date_checked,coding_confidence,notes,source_batch,source_row
EVID000053,MN001,,funders_publicly_named,yes,Sahan publicly lists donors and funders above its disclosure threshold.,https://sahanjournal.com/funders/,official_outlet_site,,,requires_manual_review,Migrated from legacy enrichment batch without inventing missing evidence-date/check-date metadata; review before canonical analytical merge.,priority_batch02.csv,6
EVID000054,MN001,,named_funders,Joyce Foundation;Morgan Family Foundation;Silicon Valley Community Foundation;Walton Family Foundation;Reva and David Logan Family Foundation;The Minneapolis Foundation;Saint Paul & Minnesota Foundation;F.R. Bigelow Foundation;Report for America;Google News Initiative,Selected named institutional funders from the public donor list; list is not exhaustive.,https://sahanjournal.com/funders/,official_outlet_site,,,requires_manual_review,Migrated from legacy enrichment batch without inventing missing evidence-date/check-date metadata; review before canonical analytical merge.,priority_batch02.csv,7
EVID000055,MN001,,financial_security_note,Sahan has publicly described rapid growth from a startup newsroom to a multimillion-dollar nonprofit operation with diversified philanthropic advertising membership and donor revenue.,"Historical growth evidence: budget reported as $608,000 in 2020 and $2.5 million in 2023; do not treat as current 2026 budget.",https://sahanjournal.com/inside-sahan-journal/mukhtar-ibrahim-ceo-leadership-change-minnesota/,official_outlet_site,,,requires_manual_review,Migrated from legacy enrichment batch without inventing missing evidence-date/check-date metadata; review before canonical analytical merge.,priority_batch02.csv,8
EVID000056,MN001,,public_staff_count,23,2024 impact report described Sahan as a 23-person news organization. This is historical organizational-size evidence rather than a verified current 2026 headcount.,https://sahanjournal.com/about-sahan-journal/attachment/sahan-journal-impact-report-2024-1/,official_outlet_site,,,requires_manual_review,Migrated from legacy enrichment batch without inventing missing evidence-date/check-date metadata; review before canonical analytical merge.,priority_batch02.csv,9
EVID000057,MN001,,staff_size_band,11_25,Band based on the 23-person figure reported in the 2024 impact report; retain evidence date when merging.,https://sahanjournal.com/about-sahan-journal/attachment/sahan-journal-impact-report-2024-1/,official_outlet_site,,,requires_manual_review,Migrated from legacy enrichment batch without inventing missing evidence-date/check-date metadata; review before canonical analytical merge.,priority_batch02.csv,10
EVID000058,MN001,,safety_support_status,training_or_guidance_disclosed,Poynter reported that Sahan invested in tactical protective gear and hostile-environment training during the Minnesota federal immigration-enforcement surge.,https://www.poynter.org/reporting-editing/2026/minneapolis-journalists-ice-crackdown/,credible_secondary_reporting,,,requires_manual_review,Migrated from legacy enrichment batch without inventing missing evidence-date/check-date metadata; review before canonical analytical merge.,priority_batch02.csv,11
EVID000059,MN001,,safety_support_types,physical_safety;field_reporting_protocols,Protective gear and hostile-environment training are publicly documented.,https://www.poynter.org/reporting-editing/2026/minneapolis-journalists-ice-crackdown/,credible_secondary_reporting,,,requires_manual_review,Migrated from legacy enrichment batch without inventing missing evidence-date/check-date metadata; review before canonical analytical merge.,priority_batch02.csv,12
EVID000060,MN001,,safety_policy_public,not_publicly_disclosed,Public reporting documents safety capacity but not necessarily a formal published newsroom safety policy.,https://www.poynter.org/reporting-editing/2026/minneapolis-journalists-ice-crackdown/,credible_secondary_reporting,,,requires_manual_review,Migrated from legacy enrichment batch without inventing missing evidence-date/check-date metadata; review before canonical analytical merge.,priority_batch02.csv,13
EVID000061,NY001,,founding_year,2018,Strategic plan states Documented began in 2018.,https://documentedny.com/2024/08/01/documented-strategic-plan-improving-news-for-immigrants-through-2028/,official_outlet_site,2024-08-01,,requires_manual_review,Migrated from legacy enrichment batch without inventing missing evidence-date/check-date metadata; review before canonical analytical merge.,priority_batch02.csv,14
EVID000062,NY001,,legal_organizational_form,nonprofit_501c3,Documented identifies itself as an independent nonprofit newsroom; tax-specific classification should be cross-checked with official nonprofit records if used quantitatively.,https://documentedny.com/about-us/,official_outlet_site,,,requires_manual_review,Migrated from legacy enrichment batch without inventing missing evidence-date/check-date metadata; review before canonical analytical merge.,priority_batch02.csv,15
EVID000063,NY001,,governing_board_public,yes,Board directors are publicly listed.,https://documentedny.com/about-us/,official_outlet_site,,,requires_manual_review,Migrated from legacy enrichment batch without inventing missing evidence-date/check-date metadata; review before canonical analytical merge.,priority_batch02.csv,16
EVID000064,NY001,,public_staff_count,17,Strategic plan reports growth from a two-person startup to a team of 17. This is 2024 evidence and should not be treated as a current 2026 headcount without verification.,https://documentedny.com/2024/08/01/documented-strategic-plan-improving-news-for-immigrants-through-2028/,official_outlet_site,2024-08-01,,requires_manual_review,Migrated from legacy enrichment batch without inventing missing evidence-date/check-date metadata; review before canonical analytical merge.,priority_batch02.csv,17
EVID000065,NY001,,staff_size_band,11_25,Band based on the 17-person team reported in the 2024 strategic plan.,https://documentedny.com/2024/08/01/documented-strategic-plan-improving-news-for-immigrants-through-2028/,official_outlet_site,2024-08-01,,requires_manual_review,Migrated from legacy enrichment batch without inventing missing evidence-date/check-date metadata; review before canonical analytical merge.,priority_batch02.csv,18
EVID000066,NY001,,revenue_sources_public,foundation_grants;sponsorships;individual_donations,Editorial-independence policy states Documented accepts gifts grants and sponsorships to support staff and projects.,https://documentedny.com/editorial-independence-policy/,official_outlet_site,,,requires_manual_review,Migrated from legacy enrichment batch without inventing missing evidence-date/check-date metadata; review before canonical analytical merge.,priority_batch02.csv,19
EVID000067,NY001,,funders_publicly_named,yes,"Documented states that donors contributing $5,000 or more annually are publicly disclosed.",https://documentedny.com/editorial-independence-policy/,official_outlet_site,,,requires_manual_review,Migrated from legacy enrichment batch without inventing missing evidence-date/check-date metadata; review before canonical analytical merge.,priority_batch02.csv,20
EVID000068,NY001,,ethics_policy_public,yes,Documented publishes a Code of Ethics and Editorial Independence policy.,https://documentedny.com/editorial-independence-policy/,official_outlet_site,,,requires_manual_review,Migrated from legacy enrichment batch without inventing missing evidence-date/check-date metadata; review before canonical analytical merge.,priority_batch02.csv,21
EVID000069,NY001,,editorial_policy_public,yes,Published editorial-independence policy.,https://documentedny.com/editorial-independence-policy/,official_outlet_site,,,requires_manual_review,Migrated from legacy enrichment batch without inventing missing evidence-date/check-date metadata; review before canonical analytical merge.,priority_batch02.csv,22
EVID000070,NY001,,platform_presence,website;newsletter;whatsapp;wechat;tiktok;nextdoor,About page explicitly identifies WhatsApp WeChat TikTok Nextdoor and newsletter products serving different immigrant communities.,https://documentedny.com/about-us/,official_outlet_site,,,requires_manual_review,Migrated from legacy enrichment batch without inventing missing evidence-date/check-date metadata; review before canonical analytical merge.,priority_batch02.csv,23
EVID000071,NY001,,owned_audience_channels,email_newsletter;whatsapp;direct_web,Documented maintains email newsletters direct website publishing and a large WhatsApp community.,https://documentedny.com/about-us/,official_outlet_site,,,requires_manual_review,Migrated from legacy enrichment batch without inventing missing evidence-date/check-date metadata; review before canonical analytical merge.,priority_batch02.csv,24
EVID000072,NY001,,platform_dependence_public_signal,platform_substantial,Strategic plan says meeting readers on high-use technology platforms is central to Documented's community-driven model.,https://documentedny.com/2024/08/01/documented-strategic-plan-improving-news-for-immigrants-through-2028/,official_outlet_site,2024-08-01,,requires_manual_review,Migrated from legacy enrichment batch without inventing missing evidence-date/check-date metadata; review before canonical analytical merge.,priority_batch02.csv,25
EVID000073,NY001,,referral_dependency_status,substantial_but_not_central,The newsroom uses third-party platforms centrally for distribution but also maintains direct web and email channels; no public evidence establishes that referrals are the dominant traffic source.,https://documentedny.com/2024/08/01/documented-strategic-plan-improving-news-for-immigrants-through-2028/,official_outlet_site,2024-08-01,,requires_manual_review,Migrated from legacy enrichment batch without inventing missing evidence-date/check-date metadata; review before canonical analytical merge.,priority_batch02.csv,26
EVID000074,NY001,,financial_security_note,Documented's strategic plan describes a community-driven model supported by philanthropic backers and platform-specific audience products; public evidence does not justify a single-source dependence classification.,Annual-report announcement emphasizes foundations communities and individuals as key supporters.,https://documentedny.com/2024/05/07/2023-annual-report/,official_outlet_site,2024-05-07,,requires_manual_review,Migrated from legacy enrichment batch without inventing missing evidence-date/check-date metadata; review before canonical analytical merge.,priority_batch02.csv,27
EVID000075,AR001,,public_staff_count,5,About page publicly lists two editors one reporter and two translators.,https://arkansasgrita.com/about,official_outlet_site,,,requires_manual_review,Migrated from legacy enrichment batch without inventing missing evidence-date/check-date metadata; review before canonical analytical merge.,priority_batch02.csv,28
EVID000076,AR001,,staff_size_band,2_5,Band based on five publicly named team members; this may not equal FTE employment.,https://arkansasgrita.com/about,official_outlet_site,,,requires_manual_review,Migrated from legacy enrichment batch without inventing missing evidence-date/check-date metadata; review before canonical analytical merge.,priority_batch02.csv,29
EVID000077,AR001,,editorial_leadership_public,yes,Researcher/editor and editor roles are publicly identified.,https://arkansasgrita.com/about,official_outlet_site,,,requires_manual_review,Migrated from legacy enrichment batch without inventing missing evidence-date/check-date metadata; review before canonical analytical merge.,priority_batch02.csv,30
EVID000078,AR001,,revenue_sources_public,individual_donations;foundation_grants;sponsorships,Code of Conduct states the organization accepts gifts grants and sponsorships.,https://arkansasgrita.com/about,official_outlet_site,,,requires_manual_review,Migrated from legacy enrichment batch without inventing missing evidence-date/check-date metadata; review before canonical analytical merge.,priority_batch02.csv,31
EVID000079,AR001,,editorial_policy_public,yes,Arkansas GRITA publishes an editorial-independence policy based on INN standards.,https://arkansasgrita.com/about,official_outlet_site,,,requires_manual_review,Migrated from legacy enrichment batch without inventing missing evidence-date/check-date metadata; review before canonical analytical merge.,priority_batch02.csv,32
EVID000080,AR001,,network_memberships,Institute for Nonprofit News standards,The outlet states that it subscribes to INN editorial-independence standards; this should not be coded as verified INN membership unless separately confirmed.,https://arkansasgrita.com/about,official_outlet_site,,,requires_manual_review,Migrated from legacy enrichment batch without inventing missing evidence-date/check-date metadata; review before canonical analytical merge.,priority_batch02.csv,33
EVID000081,AR001,,network_membership_status,public_affiliation_not_formal_membership,Public affiliation to INN standards is explicit but formal membership was not independently verified in this pass.,https://arkansasgrita.com/about,official_outlet_site,,,requires_manual_review,Migrated from legacy enrichment batch without inventing missing evidence-date/check-date metadata; review before canonical analytical merge.,priority_batch02.csv,34
EVID000082,AR001,,financial_security_note,Public pages disclose donation-based support and editorial-independence standards but do not currently disclose enough budget information to classify revenue scale or concentration.,Retain missingness rather than infer small-budget status from visible team size.,https://arkansasgrita.com/about,official_outlet_site,,,requires_manual_review,Migrated from legacy enrichment batch without inventing missing evidence-date/check-date metadata; review before canonical analytical merge.,priority_batch02.csv,35
EVID000083,NY004,,founding_year,2004,Feet in 2 Worlds states that it has operated since 2004.,https://www.fi2w.org/about-us/,official_outlet_site,,,requires_manual_review,Migrated from legacy enrichment batch without inventing missing evidence-date/check-date metadata; review before canonical analytical merge.,priority_batch03.csv,2
EVID000084,NY004,,legal_organizational_form,nonprofit_501c3,Fi2W identifies itself as a nonprofit news and training organization; exact IRS classification should be independently verified for quantitative tax-status analysis.,https://www.fi2w.org/about-us/,official_outlet_site,,,requires_manual_review,Migrated from legacy enrichment batch without inventing missing evidence-date/check-date metadata; review before canonical analytical merge.,priority_batch03.csv,3
EVID000085,NY004,,public_staff_count,6,Current team page lists six staff/fellowship roles.,https://www.fi2w.org/our-team/,official_outlet_site,,,requires_manual_review,Migrated from legacy enrichment batch without inventing missing evidence-date/check-date metadata; review before canonical analytical merge.,priority_batch03.csv,4
EVID000086,NY004,,staff_size_band,6_10,Band based on six publicly listed current staff/fellowship roles.,https://www.fi2w.org/our-team/,official_outlet_site,,,requires_manual_review,Migrated from legacy enrichment batch without inventing missing evidence-date/check-date metadata; review before canonical analytical merge.,priority_batch03.csv,5
EVID000087,NY004,,governing_board_public,yes,Eight board members are publicly listed.,https://www.fi2w.org/our-team/,official_outlet_site,,,requires_manual_review,Migrated from legacy enrichment batch without inventing missing evidence-date/check-date metadata; review before canonical analytical merge.,priority_batch03.csv,6
